filename,Name,ID,Volume (µm³),Min (roGFP 470),Max (roGFP 470),Mean (roGFP 470),Sum (roGFP 470),Standard Deviation (roGFP 470),Min (mCherry double),Max (mCherry double),Mean (mCherry double),Sum (mCherry double),Standard Deviation (mCherry double),"Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))","Min (mCherry double (DCI: 60 its, mCherry double))","Max (mCherry double (DCI: 60 its, mCherry double))","Mean (mCherry double (DCI: 60 its, mCherry double))","Sum (mCherry double (DCI: 60 its, mCherry double))","Standard Deviation (mCherry double (DCI: 60 its, mCherry double))",Centroid X (µm),Centroid Y (µm),Centroid Z (µm),Item Name,Population,Type,Number of contained Mito,Compartment ROIs ID
GTY030 clump 25C 15 04 m-50.csv,Mito 13,14,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,441.21,846.77,634.57,159910.67,88.58,NA,NA,NA,NA,NA,39.58,29.8,3.25,GTY030 clump 25C 15,Mito,Object,NA,1
GTY030 clump 25C 15 04 m-50.csv,Mito 14,15,0.356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,603.39,1778.75,882.04,263730.75,213.15,NA,NA,NA,NA,NA,42.35,29.95,3.02,GTY030 clump 25C 15,Mito,Object,NA,1
GTY030 clump 25C 16 01 m-25.csv,ROIs 1,1,413.38,403,763,563.16,196000000,41.04,217,2640,416,144000000,164.89,270.77,1745.75,561.5,195000000,92.46,1e-6,23007.28,435.39,151000000,755.55,NA,NA,NA,GTY030 clump 25C 16,ROIs,Object,10,NA
GTY030 clump 25C 16 01 m-25.csv,Mito 3,4,0.592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,509.43,924.19,719.62,357650.22,75.42,NA,NA,NA,NA,NA,10.07,11.41,1.36,GTY030 clump 25C 16,Mito,Object,NA,1
GTY030 clump 25C 16 01 m-25.csv,Mito 4,5,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,597.16,925.26,752.54,176847.52,69.49,NA,NA,NA,NA,NA,9.81,15.37,1.32,GTY030 clump 25C 16,Mito,Object,NA,1
GTY030 clump 25C 16 01 m-25.csv,Mito 6,7,0.0572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,548.51,770.56,645.53,30985.56,52.36,NA,NA,NA,NA,NA,7.37,15.76,1.23,GTY030 clump 25C 16,Mito,Object,NA,1
GTY030 clump 25C 16 01 m-25.csv,Mito 7,8,0.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,545.21,833.31,676.28,122406.77,50.9,NA,NA,NA,NA,NA,3.4,16.08,1.34,GTY030 clump 25C 16,Mito,Object,NA,1
GTY030 clump 25C 16 01 m-25.csv,Mito 10,11,1.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,490.09,1243.59,705.13,635319.94,109.35,NA,NA,NA,NA,NA,13,12.97,1.46,GTY030 clump 25C 16,Mito,Object,NA,1
GTY030 clump 25C 16 01 m-25.csv,Mito 11,12,0.923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,458.77,1078.68,713.56,553010.56,112.26,NA,NA,NA,NA,NA,3.69,18.24,2.22,GTY030 clump 25C 16,Mito,Object,NA,1
GTY030 clump 25C 16 01 m-25.csv,Mito 12,13,1.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,425.93,1087.38,731.06,1115599.63,109.67,NA,NA,NA,NA,NA,4.29,15.25,2.3,GTY030 clump 25C 16,Mito,Object,NA,1
GTY030 clump 25C 16 01 m-25.csv,Mito 18,19,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,354.21,1626,702.25,1121495.88,154.72,NA,NA,NA,NA,NA,8.59,12.3,3.04,GTY030 clump 25C 16,Mito,Object,NA,1
GTY030 clump 25C 16 01 m-25.csv,Mito 29,30,0.235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,427.21,1172.74,713.17,140494.36,187.94,NA,NA,NA,NA,NA,8.78,15.69,3.14,GTY030 clump 25C 16,Mito,Object,NA,1
GTY030 clump 25C 16 01 m-25.csv,Mito 36,37,0.0131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,456.25,581.92,525.12,5776.28,38.88,NA,NA,NA,NA,NA,8.63,12.44,3.9,GTY030 clump 25C 16,Mito,Object,NA,1
GTY030 clump 25C 16 01 m-35.csv,ROIs 1,1,413.38,403,763,563.16,196000000,41.04,217,2640,416,144000000,164.89,270.77,1745.75,561.5,195000000,92.46,1e-6,23007.28,435.39,151000000,755.55,NA,NA,NA,GTY030 clump 25C 16,ROIs,Object,9,NA
GTY030 clump 25C 16 01 m-35.csv,Mito 3,4,0.718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,509.43,924.19,717.51,432658.66,74.4,NA,NA,NA,NA,NA,10.07,11.42,1.39,GTY030 clump 25C 16,Mito,Object,NA,1
GTY030 clump 25C 16 01 m-35.csv,Mito 4,5,1.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,490.09,1243.59,699.3,747550.63,106.81,NA,NA,NA,NA,NA,12.99,12.98,1.45,GTY030 clump 25C 16,Mito,Object,NA,1
GTY030 clump 25C 16 01 m-35.csv,Mito 5,6,0.312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,597.16,925.26,750.45,196619.09,70.02,NA,NA,NA,NA,NA,9.81,15.37,1.32,GTY030 clump 25C 16,Mito,Object,NA,1
GTY030 clump 25C 16 01 m-35.csv,Mito 7,8,0.0667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,548.51,770.56,647.12,36238.72,51.97,NA,NA,NA,NA,NA,7.36,15.76,1.24,GTY030 clump 25C 16,Mito,Object,NA,1
GTY030 clump 25C 16 01 m-35.csv,Mito 8,9,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,534.56,833.31,670.69,140845.69,53.08,NA,NA,NA,NA,NA,3.4,16.08,1.36,GTY030 clump 25C 16,Mito,Object,NA,1
GTY030 clump 25C 16 01 m-35.csv,Mito 10,11,1.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,454.7,1096.13,709.97,604892.94,114.03,NA,NA,NA,NA,NA,3.69,18.25,2.23,GTY030 clump 25C 16,Mito,Object,NA,1
GTY030 clump 25C 16 01 m-35.csv,Mito 12,13,2.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,423.14,1087.38,722.88,1231795.63,113.36,NA,NA,NA,NA,NA,4.3,15.26,2.32,GTY030 clump 25C 16,Mito,Object,NA,1
GTY030 clump 25C 16 01 m-35.csv,Mito 17,18,2.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325.01,1626,694.02,1294338.5,155.43,NA,NA,NA,NA,NA,8.61,12.3,3.06,GTY030 clump 25C 16,Mito,Object,NA,1
GTY030 clump 25C 16 01 m-35.csv,Mito 29,30,0.262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,427.21,1172.74,708.31,155827.2,183.78,NA,NA,NA,NA,NA,8.78,15.69,3.13,GTY030 clump 25C 16,Mito,Object,NA,1
GTY030 clump 25C 16 01 m-50.csv,ROIs 1,1,413.38,403,763,563.16,196000000,41.04,217,2640,416,144000000,164.89,270.77,1745.75,561.5,195000000,92.46,1e-6,23007.28,435.39,151000000,755.55,NA,NA,NA,GTY030 clump 25C 16,ROIs,Object,10,NA
GTY030 clump 25C 16 01 m-50.csv,Mito 2,3,1.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,455.78,1243.59,689.73,962175,106.11,NA,NA,NA,NA,NA,13,12.99,1.48,GTY030 clump 25C 16,Mito,Object,NA,1
GTY030 clump 25C 16 01 m-50.csv,Mito 5,6,0.407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,506.32,925.26,745.26,254878.95,73.56,NA,NA,NA,NA,NA,9.82,15.38,1.33,GTY030 clump 25C 16,Mito,Object,NA,1
GTY030 clump 25C 16 01 m-50.csv,Mito 6,7,0.0929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,548.51,794.26,645.82,50373.59,54.97,NA,NA,NA,NA,NA,7.36,15.76,1.26,GTY030 clump 25C 16,Mito,Object,NA,1
GTY030 clump 25C 16 01 m-50.csv,Mito 7,8,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,534.56,902.25,669.72,185512.05,56.67,NA,NA,NA,NA,NA,3.4,16.08,1.35,GTY030 clump 25C 16,Mito,Object,NA,1
GTY030 clump 25C 16 01 m-50.csv,Mito 9,10,2.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,395.74,1087.38,704.05,1490465.63,119.67,NA,NA,NA,NA,NA,4.33,15.28,2.4,GTY030 clump 25C 16,Mito,Object,NA,1
GTY030 clump 25C 16 01 m-50.csv,Mito 10,11,1.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,451.06,1096.13,702.72,758231.44,116.5,NA,NA,NA,NA,NA,3.71,18.25,2.27,GTY030 clump 25C 16,Mito,Object,NA,1
GTY030 clump 25C 16 01 m-50.csv,Mito 16,17,3.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325.01,1626,689.38,2205320.5,140.51,NA,NA,NA,NA,NA,9.01,12.08,2.66,GTY030 clump 25C 16,Mito,Object,NA,1
GTY030 clump 25C 16 01 m-50.csv,Mito 28,29,0.338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,416.32,1172.74,691.27,196320.75,180.97,NA,NA,NA,NA,NA,8.79,15.69,3.14,GTY030 clump 25C 16,Mito,Object,NA,1
GTY030 clump 25C 16 01 m-50.csv,Mito 32,33,0.0143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,477.68,604.65,529.66,6355.89,40.9,NA,NA,NA,NA,NA,8.64,12.85,4.2,GTY030 clump 25C 16,Mito,Object,NA,1
GTY030 clump 25C 16 01 m-50.csv,Mito 34,35,0.0167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,431.67,727.5,599.05,8386.68,88.48,NA,NA,NA,NA,NA,9.35,12.36,4.5,GTY030 clump 25C 16,Mito,Object,NA,1
GTY030 clump 25C 16 02 m-25.csv,ROIs 1,1,275.93,415,1214,559.22,130000000,44.91,214,1619,354.78,82214875,99.76,251.88,10225.7,558.31,129000000,136.23,1.06,19230.79,368.99,85508976,514.94,NA,NA,NA,GTY030 clump 25C 16,ROIs,Object,5,NA
GTY030 clump 25C 16 02 m-25.csv,Mito 8,9,0.123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,535.59,876.15,662.86,68274.95,79.58,NA,NA,NA,NA,NA,6.57,29.31,1.15,GTY030 clump 25C 16,Mito,Object,NA,1
GTY030 clump 25C 16 02 m-25.csv,Mito 15,16,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,491.58,745.9,641.27,118635.37,51.03,NA,NA,NA,NA,NA,8.7,31.94,1.4,GTY030 clump 25C 16,Mito,Object,NA,1
GTY030 clump 25C 16 02 m-25.csv,Mito 22,23,0.196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385.17,1354.27,771.49,127295.52,199.77,NA,NA,NA,NA,NA,8.31,26,2.52,GTY030 clump 25C 16,Mito,Object,NA,1
GTY030 clump 25C 16 02 m-25.csv,Mito 26,27,2.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,395.68,3626.64,767.92,1345388.38,256.22,NA,NA,NA,NA,NA,6.02,29.31,2.66,GTY030 clump 25C 16,Mito,Object,NA,1
GTY030 clump 25C 16 02 m-25.csv,Mito 31,32,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,433.94,921.11,631.03,111060.61,104.79,NA,NA,NA,NA,NA,8.2,28.59,3.34,GTY030 clump 25C 16,Mito,Object,NA,1
GTY030 clump 25C 16 02 m-35.csv,ROIs 1,1,275.93,415,1214,559.22,130000000,44.91,214,1619,354.78,82214875,99.76,251.88,10225.7,558.31,129000000,136.23,1.06,19230.79,368.99,85508976,514.94,NA,NA,NA,GTY030 clump 25C 16,ROIs,Object,5,NA
GTY030 clump 25C 16 02 m-35.csv,Mito 9,10,0.156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,534.65,876.15,661.71,86684.53,76.06,NA,NA,NA,NA,NA,6.57,29.32,1.14,GTY030 clump 25C 16,Mito,Object,NA,1
GTY030 clump 25C 16 02 m-35.csv,Mito 15,16,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,491.58,745.9,639.11,139326.89,51.99,NA,NA,NA,NA,NA,8.69,31.94,1.39,GTY030 clump 25C 16,Mito,Object,NA,1
GTY030 clump 25C 16 02 m-35.csv,Mito 19,20,0.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385.17,1354.27,767.53,145063.64,200.05,NA,NA,NA,NA,NA,8.31,26,2.51,GTY030 clump 25C 16,Mito,Object,NA,1
GTY030 clump 25C 16 02 m-35.csv,Mito 24,25,2.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,361.5,3626.64,760.76,1552711.38,256.98,NA,NA,NA,NA,NA,6,29.29,2.67,GTY030 clump 25C 16,Mito,Object,NA,1
GTY030 clump 25C 16 02 m-35.csv,Mito 31,32,0.255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,420.02,921.11,628.95,134595.75,107.73,NA,NA,NA,NA,NA,8.21,28.58,3.32,GTY030 clump 25C 16,Mito,Object,NA,1
GTY030 clump 25C 16 02 m-50.csv,ROIs 1,1,275.93,415,1214,559.22,130000000,44.91,214,1619,354.78,82214875,99.76,251.88,10225.7,558.31,129000000,136.23,1.06,19230.79,368.99,85508976,514.94,NA,NA,NA,GTY030 clump 25C 16,ROIs,Object,4,NA
GTY030 clump 25C 16 02 m-50.csv,Mito 4,5,0.211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,512.41,876.15,662.98,117347.3,79.44,NA,NA,NA,NA,NA,6.56,29.32,1.12,GTY030 clump 25C 16,Mito,Object,NA,1
GTY030 clump 25C 16 02 m-50.csv,Mito 18,19,0.289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385.17,1354.27,753.95,183210.8,199.13,NA,NA,NA,NA,NA,8.33,26.01,2.54,GTY030 clump 25C 16,Mito,Object,NA,1
GTY030 clump 25C 16 02 m-50.csv,Mito 24,25,3.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,361.5,3626.64,739.27,2207470,247.21,NA,NA,NA,NA,NA,6.27,29.55,2.55,GTY030 clump 25C 16,Mito,Object,NA,1
GTY030 clump 25C 16 02 m-50.csv,Mito 30,31,0.363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,380.36,970.64,621.77,189638.53,120.99,NA,NA,NA,NA,NA,8.2,28.59,3.34,GTY030 clump 25C 16,Mito,Object,NA,1
GTY030 clump 25C 16 03 m-25.csv,ROIs 1,1,352.94,423,1372,604.39,179000000,60.21,214,2668,402.03,119000000,175.39,281.46,17316.12,603.32,179000000,189.91,1e-6,35155.22,413.67,123000000,874.27,NA,NA,NA,GTY030 clump 25C 16,ROIs,Object,4,NA
GTY030 clump 25C 16 03 m-25.csv,Mito 19,20,0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,422,9548.05,957.55,498885.38,734.67,NA,NA,NA,NA,NA,57.76,56.16,2.1,GTY030 clump 25C 16,Mito,Object,NA,1
GTY030 clump 25C 16 03 m-25.csv,Mito 20,21,0.123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600.84,1229.36,868.38,89443.12,153.61,NA,NA,NA,NA,NA,58.37,61.35,2.3,GTY030 clump 25C 16,Mito,Object,NA,1
GTY030 clump 25C 16 03 m-25.csv,Mito 24,25,1.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,465.41,5029.88,860.32,1073681,309.68,NA,NA,NA,NA,NA,58.3,58.77,3.15,GTY030 clump 25C 16,Mito,Object,NA,1
GTY030 clump 25C 16 03 m-25.csv,Mito 34,35,2.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,446.08,1914.08,834.99,1670806.88,196.79,NA,NA,NA,NA,NA,60.65,54.14,2.07,GTY030 clump 25C 16,Mito,Object,NA,1
GTY030 clump 25C 16 03 m-35.csv,ROIs 1,1,352.94,423,1372,604.39,179000000,60.21,214,2668,402.03,119000000,175.39,281.46,17316.12,603.32,179000000,189.91,1e-6,35155.22,413.67,123000000,874.27,NA,NA,NA,GTY030 clump 25C 16,ROIs,Object,4,NA
GTY030 clump 25C 16 03 m-35.csv,Mito 20,21,0.664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,422,9548.05,946.12,527932.69,713.76,NA,NA,NA,NA,NA,57.77,56.17,2.1,GTY030 clump 25C 16,Mito,Object,NA,1
GTY030 clump 25C 16 03 m-35.csv,Mito 21,22,0.149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600.84,1229.36,854.59,106823.29,151.46,NA,NA,NA,NA,NA,58.36,61.34,2.29,GTY030 clump 25C 16,Mito,Object,NA,1
GTY030 clump 25C 16 03 m-35.csv,Mito 25,26,1.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,465.41,5029.88,857.22,1171819.38,305.77,NA,NA,NA,NA,NA,58.29,58.76,3.15,GTY030 clump 25C 16,Mito,Object,NA,1
GTY030 clump 25C 16 03 m-35.csv,Mito 35,36,2.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,424.45,1921.03,825.93,1845131.25,197.17,NA,NA,NA,NA,NA,60.63,54.15,2.07,GTY030 clump 25C 16,Mito,Object,NA,1
GTY030 clump 25C 16 03 m-50.csv,ROIs 1,1,352.94,423,1372,604.39,179000000,60.21,214,2668,402.03,119000000,175.39,281.46,17316.12,603.32,179000000,189.91,1e-6,35155.22,413.67,123000000,874.27,NA,NA,NA,GTY030 clump 25C 16,ROIs,Object,4,NA
GTY030 clump 25C 16 03 m-50.csv,Mito 14,15,0.786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,380.09,9548.05,950.02,627013.5,766.84,NA,NA,NA,NA,NA,57.76,56.15,2.08,GTY030 clump 25C 16,Mito,Object,NA,1
GTY030 clump 25C 16 03 m-50.csv,Mito 19,20,1.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450.78,5526.97,883.1,1435922.38,465.46,NA,NA,NA,NA,NA,58.29,58.75,3.14,GTY030 clump 25C 16,Mito,Object,NA,1
GTY030 clump 25C 16 03 m-50.csv,Mito 20,21,0.189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,561.91,1229.36,833.13,132468.38,151.69,NA,NA,NA,NA,NA,58.37,61.35,2.3,GTY030 clump 25C 16,Mito,Object,NA,1
GTY030 clump 25C 16 03 m-50.csv,Mito 33,34,3.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,424.45,1921.03,807.89,2229767,195.39,NA,NA,NA,NA,NA,60.59,54.16,2.1,GTY030 clump 25C 16,Mito,Object,NA,1
GTY030 clump 25C 16 04 m-25.csv,ROIs 1,1,347.04,418,1508,581.54,169000000,50.47,219,1801,392.43,114000000,146.14,286.32,14564.71,580.15,169000000,151.45,1e-6,26552.63,401.71,117000000,640.31,NA,NA,NA,GTY030 clump 25C 16,ROIs,Object,3,NA
GTY030 clump 25C 16 04 m-25.csv,Mito 2,3,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,501.97,1271.69,755.22,739360.44,108.74,NA,NA,NA,NA,NA,80.59,42.79,1.51,GTY030 clump 25C 16,Mito,Object,NA,1
GTY030 clump 25C 16 04 m-25.csv,Mito 33,34,0.974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,437.56,1295.41,699.85,572477.19,130.04,NA,NA,NA,NA,NA,78.67,41.48,3.3,GTY030 clump 25C 16,Mito,Object,NA,1
GTY030 clump 25C 16 04 m-25.csv,Mito 35,36,2.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,375.11,1823.28,687.77,1399618.63,154.94,NA,NA,NA,NA,NA,82.34,39.18,3.31,GTY030 clump 25C 16,Mito,Object,NA,1
GTY030 clump 25C 16 04 m-35.csv,ROIs 1,1,347.04,418,1508,581.54,169000000,50.47,219,1801,392.43,114000000,146.14,286.32,14564.71,580.15,169000000,151.45,1e-6,26552.63,401.71,117000000,640.31,NA,NA,NA,GTY030 clump 25C 16,ROIs,Object,3,NA
GTY030 clump 25C 16 04 m-35.csv,Mito 2,3,1.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,501.97,1271.69,748.31,866537.38,109.15,NA,NA,NA,NA,NA,80.59,42.78,1.52,GTY030 clump 25C 16,Mito,Object,NA,1
GTY030 clump 25C 16 04 m-35.csv,Mito 33,34,1.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,437.56,1295.41,697.58,663396.19,133.22,NA,NA,NA,NA,NA,78.66,41.47,3.3,GTY030 clump 25C 16,Mito,Object,NA,1
GTY030 clump 25C 16 04 m-35.csv,Mito 34,35,2.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,375.11,1823.28,684.91,1599254.38,156.37,NA,NA,NA,NA,NA,82.35,39.19,3.32,GTY030 clump 25C 16,Mito,Object,NA,1
GTY030 clump 25C 16 04 m-50.csv,ROIs 1,1,347.04,418,1508,581.54,169000000,50.47,219,1801,392.43,114000000,146.14,286.32,14564.71,580.15,169000000,151.45,1e-6,26552.63,401.71,117000000,640.31,NA,NA,NA,GTY030 clump 25C 16,ROIs,Object,3,NA
GTY030 clump 25C 16 04 m-50.csv,Mito 1,2,1.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,418.54,1271.69,736.14,1138812.88,108.61,NA,NA,NA,NA,NA,80.59,42.76,1.52,GTY030 clump 25C 16,Mito,Object,NA,1
GTY030 clump 25C 16 04 m-50.csv,Mito 27,28,1.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,428.59,1295.41,691.96,833117.13,140.04,NA,NA,NA,NA,NA,78.65,41.47,3.31,GTY030 clump 25C 16,Mito,Object,NA,1
GTY030 clump 25C 16 04 m-50.csv,Mito 35,36,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,370.51,1823.28,676.26,2043651.5,156.44,NA,NA,NA,NA,NA,82.36,39.22,3.35,GTY030 clump 25C 16,Mito,Object,NA,1
GTY030 clump 25C 16 05 m-25.csv,ROIs 1,1,270.15,423,4095,599.62,136000000,106.76,206,2057,400.06,90766251,135.57,20.84,72000.1,601.44,136000000,686.07,12.02,26393.99,420.57,95421656,755.5,NA,NA,NA,GTY030 clump 25C 16,ROIs,Object,8,NA
GTY030 clump 25C 16 05 m-25.csv,Mito 1,2,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,517.91,804.46,656,137760.97,60.93,NA,NA,NA,NA,NA,62.94,27.56,1.2,GTY030 clump 25C 16,Mito,Object,NA,1
GTY030 clump 25C 16 05 m-25.csv,Mito 13,14,0.301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,551.79,982.67,748.54,189379.59,81.93,NA,NA,NA,NA,NA,66.83,24.82,1.84,GTY030 clump 25C 16,Mito,Object,NA,1
GTY030 clump 25C 16 05 m-25.csv,Mito 14,15,0.339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,434.12,1153.85,782.04,222882.09,142.43,NA,NA,NA,NA,NA,61.68,30.05,2.09,GTY030 clump 25C 16,Mito,Object,NA,1
GTY030 clump 25C 16 05 m-25.csv,Mito 21,22,1.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.62,4269.14,812.29,911387.5,442.94,NA,NA,NA,NA,NA,65.06,26.4,2.31,GTY030 clump 25C 16,Mito,Object,NA,1
GTY030 clump 25C 16 05 m-25.csv,Mito 23,24,0.522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,311.71,1092.06,673.5,294992.38,165.65,NA,NA,NA,NA,NA,62.62,27.24,2.83,GTY030 clump 25C 16,Mito,Object,NA,1
GTY030 clump 25C 16 05 m-25.csv,Mito 25,26,0.0976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245.39,9505.03,2669.84,218927.27,2175.12,NA,NA,NA,NA,NA,64.56,27.33,2.65,GTY030 clump 25C 16,Mito,Object,NA,1
GTY030 clump 25C 16 05 m-25.csv,Mito 30,31,0.0572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,425.89,813.64,604.88,29034.32,94.62,NA,NA,NA,NA,NA,66.77,26.13,3.2,GTY030 clump 25C 16,Mito,Object,NA,1
GTY030 clump 25C 16 05 m-25.csv,Mito 32,33,0.862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,432.4,1091.83,672.08,486583.53,101.33,NA,NA,NA,NA,NA,64.61,30.33,3.16,GTY030 clump 25C 16,Mito,Object,NA,1
GTY030 clump 25C 16 05 m-35.csv,ROIs 1,1,270.15,423,4095,599.62,136000000,106.76,206,2057,400.06,90766251,135.57,20.84,72000.1,601.44,136000000,686.07,12.02,26393.99,420.57,95421656,755.5,NA,NA,NA,GTY030 clump 25C 16,ROIs,Object,8,NA
GTY030 clump 25C 16 05 m-35.csv,Mito 1,2,0.305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,516.62,804.46,653.82,167378.09,60.76,NA,NA,NA,NA,NA,62.95,27.55,1.21,GTY030 clump 25C 16,Mito,Object,NA,1
GTY030 clump 25C 16 05 m-35.csv,Mito 13,14,0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,537.07,982.67,741.72,233640.7,84.55,NA,NA,NA,NA,NA,66.81,24.8,1.85,GTY030 clump 25C 16,Mito,Object,NA,1
GTY030 clump 25C 16 05 m-35.csv,Mito 14,15,0.385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,422.76,1153.85,766.79,247673.16,147.3,NA,NA,NA,NA,NA,61.68,30.05,2.11,GTY030 clump 25C 16,Mito,Object,NA,1
GTY030 clump 25C 16 05 m-35.csv,Mito 18,19,1.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.62,4269.14,807.15,1024273.06,437.77,NA,NA,NA,NA,NA,65.07,26.39,2.3,GTY030 clump 25C 16,Mito,Object,NA,1
GTY030 clump 25C 16 05 m-35.csv,Mito 23,24,0.595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,311.71,1092.06,665.62,332810.78,164.55,NA,NA,NA,NA,NA,62.62,27.25,2.84,GTY030 clump 25C 16,Mito,Object,NA,1
GTY030 clump 25C 16 05 m-35.csv,Mito 26,27,0.115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245.39,9505.03,2704.13,262300.69,2181.92,NA,NA,NA,NA,NA,64.56,27.33,2.66,GTY030 clump 25C 16,Mito,Object,NA,1
GTY030 clump 25C 16 05 m-35.csv,Mito 30,31,0.0714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,425.89,813.64,606.15,36368.84,91.53,NA,NA,NA,NA,NA,66.76,26.14,3.22,GTY030 clump 25C 16,Mito,Object,NA,1
GTY030 clump 25C 16 05 m-35.csv,Mito 32,33,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,432.4,1091.83,670.05,563509.69,102.63,NA,NA,NA,NA,NA,64.61,30.33,3.18,GTY030 clump 25C 16,Mito,Object,NA,1
GTY030 clump 25C 16 05 m-50.csv,ROIs 1,1,270.15,423,4095,599.62,136000000,106.76,206,2057,400.06,90766251,135.57,20.84,72000.1,601.44,136000000,686.07,12.02,26393.99,420.57,95421656,755.5,NA,NA,NA,GTY030 clump 25C 16,ROIs,Object,8,NA
