filename,Name,ID,Volume (µm³),Min (roGFP 470),Max (roGFP 470),Mean (roGFP 470),Sum (roGFP 470),Standard Deviation (roGFP 470),Min (mCherry double),Max (mCherry double),Mean (mCherry double),Sum (mCherry double),Standard Deviation (mCherry double),"Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))","Min (mCherry double (DCI: 60 its, mCherry double))","Max (mCherry double (DCI: 60 its, mCherry double))","Mean (mCherry double (DCI: 60 its, mCherry double))","Sum (mCherry double (DCI: 60 its, mCherry double))","Standard Deviation (mCherry double (DCI: 60 its, mCherry double))",Centroid X (µm),Centroid Y (µm),Centroid Z (µm),Item Name,Population,Type,Number of contained Mito,Compartment ROIs ID,ExtracellularBackground
GTY030 colony 25C 2 02 m-50.csv,ROIs 1,1,281.95,429,1143,599.88,142000000,52.5,218,1788,384.33,91008964,115.01,270.93,5883.21,602.57,143000000,146.39,8.34,25220.34,403.53,95555440,729.42,NA,NA,NA,GTY030 colony 25C 2,ROIs,Object,4,NA,509.43
GTY030 colony 25C 2 02 m-50.csv,Mito 10,11,1.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,526.94,1654.26,894.09,1100619.63,187.79,NA,NA,NA,NA,NA,52.42,47.45,2.28,GTY030 colony 25C 2,Mito,Object,NA,1,509.43
GTY030 colony 25C 2 02 m-50.csv,Mito 13,14,1.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,437.13,2263.52,930.25,1240022.88,313.19,NA,NA,NA,NA,NA,48.77,47.86,2.78,GTY030 colony 25C 2,Mito,Object,NA,1,509.43
GTY030 colony 25C 2 02 m-50.csv,Mito 18,19,1.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,439.54,1583.65,799.14,1259445.75,181.53,NA,NA,NA,NA,NA,48.15,44.73,2.46,GTY030 colony 25C 2,Mito,Object,NA,1,509.43
GTY030 colony 25C 2 02 m-50.csv,Mito 24,25,0.282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,406.64,1377.49,749.1,177536.81,228.6,NA,NA,NA,NA,NA,47.85,42.92,3.31,GTY030 colony 25C 2,Mito,Object,NA,1,509.43
GTY030 colony 25C 2 03 m-25.csv,ROIs 1,1,191.56,445,1363,598.86,96345543,52.45,235,1813,407.05,65487229,129.75,246.86,15455.52,603.71,97125600,214.48,11.94,22366.33,431.74,69459552,700.05,NA,NA,NA,GTY030 colony 25C 2,ROIs,Object,10,NA,509.43
GTY030 colony 25C 2 03 m-25.csv,Mito 8,9,0.156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,570.74,2631.78,1130.68,148118.69,449.17,NA,NA,NA,NA,NA,75.57,43.44,2.24,GTY030 colony 25C 2,Mito,Object,NA,1,509.43
GTY030 colony 25C 2 03 m-25.csv,Mito 9,10,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,551.61,1216.78,929.02,124488.36,157.86,NA,NA,NA,NA,NA,77.29,45.94,2.08,GTY030 colony 25C 2,Mito,Object,NA,1,509.43
GTY030 colony 25C 2 03 m-25.csv,Mito 10,11,0.268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,540.53,1292.17,950.49,213859.69,194.99,NA,NA,NA,NA,NA,75.54,46.36,2.01,GTY030 colony 25C 2,Mito,Object,NA,1,509.43
GTY030 colony 25C 2 03 m-25.csv,Mito 14,15,0.487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,497.13,2867.17,1053.35,430820.16,470.7,NA,NA,NA,NA,NA,74.63,44.51,2.26,GTY030 colony 25C 2,Mito,Object,NA,1,509.43
GTY030 colony 25C 2 03 m-25.csv,Mito 16,17,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,633.95,976.79,829.12,17411.53,120.87,NA,NA,NA,NA,NA,75.38,47.9,2.21,GTY030 colony 25C 2,Mito,Object,NA,1,509.43
GTY030 colony 25C 2 03 m-25.csv,Mito 21,22,0.0452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,502.36,1172.31,807.61,30689.34,196.95,NA,NA,NA,NA,NA,74.85,47.76,2.74,GTY030 colony 25C 2,Mito,Object,NA,1,509.43
GTY030 colony 25C 2 03 m-25.csv,Mito 29,30,0.0536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,435.01,2737.42,1126.4,50688.21,657.98,NA,NA,NA,NA,NA,76.41,43.39,2.94,GTY030 colony 25C 2,Mito,Object,NA,1,509.43
GTY030 colony 25C 2 03 m-25.csv,Mito 30,31,0.0202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,484.33,1192.96,789.65,13424.1,279.1,NA,NA,NA,NA,NA,76.67,48.2,2.86,GTY030 colony 25C 2,Mito,Object,NA,1,509.43
GTY030 colony 25C 2 03 m-25.csv,Mito 37,38,2.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,279.39,15455.52,1017.23,1731330.88,933.05,NA,NA,NA,NA,NA,75.39,46.24,3.46,GTY030 colony 25C 2,Mito,Object,NA,1,509.43
GTY030 colony 25C 2 03 m-25.csv,Mito 38,39,0.0536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,592.7,1240.73,924.34,41595.24,183.89,NA,NA,NA,NA,NA,77.86,46.76,3.47,GTY030 colony 25C 2,Mito,Object,NA,1,509.43
GTY030 colony 25C 2 03 m-35.csv,ROIs 1,1,191.56,445,1363,598.86,96345543,52.45,235,1813,407.05,65487229,129.75,246.86,15455.52,603.71,97125600,214.48,11.94,22366.33,431.74,69459552,700.05,NA,NA,NA,GTY030 colony 25C 2,ROIs,Object,9,NA,509.43
GTY030 colony 25C 2 03 m-35.csv,Mito 9,10,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,551.61,1484.6,943.96,158584.55,177.85,NA,NA,NA,NA,NA,77.29,45.96,2.12,GTY030 colony 25C 2,Mito,Object,NA,1,509.43
GTY030 colony 25C 2 03 m-35.csv,Mito 10,11,0.304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,540.53,1292.17,931.31,237483.78,196.96,NA,NA,NA,NA,NA,75.54,46.36,2.03,GTY030 colony 25C 2,Mito,Object,NA,1,509.43
GTY030 colony 25C 2 03 m-35.csv,Mito 13,14,0.176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,532.91,2631.78,1101.73,163056.19,443.66,NA,NA,NA,NA,NA,75.58,43.43,2.23,GTY030 colony 25C 2,Mito,Object,NA,1,509.43
GTY030 colony 25C 2 03 m-35.csv,Mito 15,16,0.0345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,632.79,976.79,815.84,23659.49,115.66,NA,NA,NA,NA,NA,75.38,47.9,2.23,GTY030 colony 25C 2,Mito,Object,NA,1,509.43
GTY030 colony 25C 2 03 m-35.csv,Mito 20,21,0.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,471.54,1172.31,793.07,37274.39,207.92,NA,NA,NA,NA,NA,74.86,47.77,2.74,GTY030 colony 25C 2,Mito,Object,NA,1,509.43
GTY030 colony 25C 2 03 m-35.csv,Mito 28,29,0.0619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,435.01,2737.42,1075.8,55941.46,640.94,NA,NA,NA,NA,NA,76.41,43.39,2.95,GTY030 colony 25C 2,Mito,Object,NA,1,509.43
GTY030 colony 25C 2 03 m-35.csv,Mito 29,30,0.0226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,484.33,1192.96,789.84,15007.05,281.09,NA,NA,NA,NA,NA,76.68,48.19,2.86,GTY030 colony 25C 2,Mito,Object,NA,1,509.43
GTY030 colony 25C 2 03 m-35.csv,Mito 33,34,2.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,279.39,15455.52,1020.27,2459873.75,842.99,NA,NA,NA,NA,NA,75.24,45.9,3.22,GTY030 colony 25C 2,Mito,Object,NA,1,509.43
GTY030 colony 25C 2 03 m-35.csv,Mito 38,39,0.0667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,561.36,1240.73,891.07,49899.87,190.42,NA,NA,NA,NA,NA,77.84,46.77,3.51,GTY030 colony 25C 2,Mito,Object,NA,1,509.43
GTY030 colony 25C 2 03 m-50.csv,ROIs 1,1,191.56,445,1363,598.86,96345543,52.45,235,1813,407.05,65487229,129.75,246.86,15455.52,603.71,97125600,214.48,11.94,22366.33,431.74,69459552,700.05,NA,NA,NA,GTY030 colony 25C 2,ROIs,Object,8,NA,509.43
GTY030 colony 25C 2 03 m-50.csv,Mito 8,9,0.226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,508.83,2631.78,1058.33,201083.61,433.05,NA,NA,NA,NA,NA,75.57,43.44,2.23,GTY030 colony 25C 2,Mito,Object,NA,1,509.43
GTY030 colony 25C 2 03 m-50.csv,Mito 9,10,0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,540.53,1292.17,905.08,285101.59,192.42,NA,NA,NA,NA,NA,75.53,46.35,2.06,GTY030 colony 25C 2,Mito,Object,NA,1,509.43
GTY030 colony 25C 2 03 m-50.csv,Mito 12,13,3.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,279.39,15455.52,1007.31,3277772.5,816.37,NA,NA,NA,NA,NA,75.37,45.88,3.14,GTY030 colony 25C 2,Mito,Object,NA,1,509.43
GTY030 colony 25C 2 03 m-50.csv,Mito 14,15,0.0488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,632.79,1045.76,825.08,33828.31,118.87,NA,NA,NA,NA,NA,75.38,47.9,2.2,GTY030 colony 25C 2,Mito,Object,NA,1,509.43
GTY030 colony 25C 2 03 m-50.csv,Mito 19,20,0.0833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,412.22,2737.42,1035.51,72485.98,596.48,NA,NA,NA,NA,NA,76.41,43.39,2.94,GTY030 colony 25C 2,Mito,Object,NA,1,509.43
GTY030 colony 25C 2 03 m-50.csv,Mito 20,21,0.0679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,471.54,1172.31,793.56,45233.03,205.67,NA,NA,NA,NA,NA,74.86,47.76,2.74,GTY030 colony 25C 2,Mito,Object,NA,1,509.43
GTY030 colony 25C 2 03 m-50.csv,Mito 25,26,0.0369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,484.33,1192.96,730.13,22633.93,247.02,NA,NA,NA,NA,NA,76.69,48.22,2.87,GTY030 colony 25C 2,Mito,Object,NA,1,509.43
GTY030 colony 25C 2 03 m-50.csv,Mito 28,29,0.0988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,541.89,1559.16,904.3,75056.71,235.87,NA,NA,NA,NA,NA,77.84,46.77,3.49,GTY030 colony 25C 2,Mito,Object,NA,1,509.43
GTY030 colony 25C 2 04 m-25.csv,ROIs 1,1,281.53,418,3724,599.36,142000000,82.01,216,1941,369.64,87397756,112.48,126.47,78378.07,603.7,143000000,462.97,1.07,14966.04,383.51,90676992,519.09,NA,NA,NA,GTY030 colony 25C 2,ROIs,Object,16,NA,509.43
GTY030 colony 25C 2 04 m-25.csv,Mito 2,3,0.187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,629.8,1867.67,1064.45,167118.8,298.47,NA,NA,NA,NA,NA,26.99,19.49,1.96,GTY030 colony 25C 2,Mito,Object,NA,1,509.43
GTY030 colony 25C 2 04 m-25.csv,Mito 3,4,0.0583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,541.37,978,788.22,38622.92,104.96,NA,NA,NA,NA,NA,24.51,20.45,2.03,GTY030 colony 25C 2,Mito,Object,NA,1,509.43
GTY030 colony 25C 2 04 m-25.csv,Mito 4,5,0.0714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,555.98,1033.07,747.58,44855,110.24,NA,NA,NA,NA,NA,26.16,21.37,1.92,GTY030 colony 25C 2,Mito,Object,NA,1,509.43
GTY030 colony 25C 2 04 m-25.csv,Mito 5,6,0.0143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,665.77,982.28,850.39,10204.69,89.84,NA,NA,NA,NA,NA,27,21.92,1.85,GTY030 colony 25C 2,Mito,Object,NA,1,509.43
GTY030 colony 25C 2 04 m-25.csv,Mito 6,7,0.0953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,493.34,1077.41,722.54,57803.35,120.81,NA,NA,NA,NA,NA,28.51,22.25,1.95,GTY030 colony 25C 2,Mito,Object,NA,1,509.43
GTY030 colony 25C 2 04 m-25.csv,Mito 7,8,0.351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,432,2117.61,898.33,265008.13,322.24,NA,NA,NA,NA,NA,26.41,23.22,2.46,GTY030 colony 25C 2,Mito,Object,NA,1,509.43
GTY030 colony 25C 2 04 m-25.csv,Mito 13,14,0.264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,502.9,11502.37,1347.29,299097.69,1448.02,NA,NA,NA,NA,NA,25.12,19.76,2.58,GTY030 colony 25C 2,Mito,Object,NA,1,509.43
GTY030 colony 25C 2 04 m-25.csv,Mito 18,19,0.0226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,390.85,712.12,508.69,9665.04,90.86,NA,NA,NA,NA,NA,26.67,24.94,2.56,GTY030 colony 25C 2,Mito,Object,NA,1,509.43
GTY030 colony 25C 2 04 m-25.csv,Mito 23,24,0.0595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,487.69,1650,925.68,46283.99,303.82,NA,NA,NA,NA,NA,26.37,19.04,3.16,GTY030 colony 25C 2,Mito,Object,NA,1,509.43
GTY030 colony 25C 2 04 m-25.csv,Mito 24,25,0.0238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,604.41,976.61,739.62,14792.3,128.1,NA,NA,NA,NA,NA,25.31,22.01,2.9,GTY030 colony 25C 2,Mito,Object,NA,1,509.43
GTY030 colony 25C 2 04 m-25.csv,Mito 25,26,1.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,356.75,4990.43,1206.92,1560550.88,604.41,NA,NA,NA,NA,NA,25.64,24.49,2.81,GTY030 colony 25C 2,Mito,Object,NA,1,509.43
GTY030 colony 25C 2 04 m-25.csv,Mito 26,27,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,638.36,1179.16,842.31,77492.74,134.91,NA,NA,NA,NA,NA,26.36,25.94,2.84,GTY030 colony 25C 2,Mito,Object,NA,1,509.43
GTY030 colony 25C 2 04 m-25.csv,Mito 27,28,0.0452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,547.64,1126.02,770.36,29273.83,148.32,NA,NA,NA,NA,NA,25.27,25.64,2.79,GTY030 colony 25C 2,Mito,Object,NA,1,509.43
GTY030 colony 25C 2 04 m-25.csv,Mito 28,29,0.0738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,582.19,1179.62,857.43,53160.48,132.55,NA,NA,NA,NA,NA,24.71,26.14,2.87,GTY030 colony 25C 2,Mito,Object,NA,1,509.43
GTY030 colony 25C 2 04 m-25.csv,Mito 32,33,0.0476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,454.52,1339.31,839.88,33595.11,257.18,NA,NA,NA,NA,NA,27.46,23.39,3.2,GTY030 colony 25C 2,Mito,Object,NA,1,509.43
GTY030 colony 25C 2 04 m-25.csv,Mito 35,36,0.155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,478.98,1447.34,932.42,121214.83,227.91,NA,NA,NA,NA,NA,26.02,20.35,3.47,GTY030 colony 25C 2,Mito,Object,NA,1,509.43
GTY030 colony 25C 2 04 m-35.csv,ROIs 1,1,281.53,418,3724,599.36,142000000,82.01,216,1941,369.64,87397756,112.48,126.47,78378.07,603.7,143000000,462.97,1.07,14966.04,383.51,90676992,519.09,NA,NA,NA,GTY030 colony 25C 2,ROIs,Object,16,NA,509.43
GTY030 colony 25C 2 04 m-35.csv,Mito 2,3,0.229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,583.46,1867.67,1048.84,201377.47,295.68,NA,NA,NA,NA,NA,27,19.49,1.94,GTY030 colony 25C 2,Mito,Object,NA,1,509.43
GTY030 colony 25C 2 04 m-35.csv,Mito 3,4,0.381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,502.9,13523.3,1266.05,405135.66,1434.43,NA,NA,NA,NA,NA,25.01,19.88,2.47,GTY030 colony 25C 2,Mito,Object,NA,1,509.43
GTY030 colony 25C 2 04 m-35.csv,Mito 4,5,0.0976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,555.98,1173.5,763.46,62603.87,132.11,NA,NA,NA,NA,NA,26.18,21.38,1.9,GTY030 colony 25C 2,Mito,Object,NA,1,509.43
GTY030 colony 25C 2 04 m-35.csv,Mito 5,6,0.0274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,548.04,1268.01,838.38,19282.71,145.09,NA,NA,NA,NA,NA,27,21.92,1.88,GTY030 colony 25C 2,Mito,Object,NA,1,509.43
GTY030 colony 25C 2 04 m-35.csv,Mito 6,7,0.124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,464.4,1077.41,706.54,73480.59,119.77,NA,NA,NA,NA,NA,28.51,22.25,1.98,GTY030 colony 25C 2,Mito,Object,NA,1,509.43
GTY030 colony 25C 2 04 m-35.csv,Mito 7,8,0.401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,432,2628.21,904.13,304692.38,352.02,NA,NA,NA,NA,NA,26.4,23.22,2.48,GTY030 colony 25C 2,Mito,Object,NA,1,509.43
GTY030 colony 25C 2 04 m-35.csv,Mito 8,9,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,553.41,1021.34,784.68,16478.32,144.51,NA,NA,NA,NA,NA,26.53,25.23,1.89,GTY030 colony 25C 2,Mito,Object,NA,1,509.43
GTY030 colony 25C 2 04 m-35.csv,Mito 17,18,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,356.75,6655.3,1193.54,1754507.5,629.95,NA,NA,NA,NA,NA,25.62,24.51,2.81,GTY030 colony 25C 2,Mito,Object,NA,1,509.43
GTY030 colony 25C 2 04 m-35.csv,Mito 22,23,0.0691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,487.69,1650,921.7,53458.35,316.82,NA,NA,NA,NA,NA,26.38,19.04,3.14,GTY030 colony 25C 2,Mito,Object,NA,1,509.43
GTY030 colony 25C 2 04 m-35.csv,Mito 23,24,0.0274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,604.41,976.61,744.66,17127.27,123.72,NA,NA,NA,NA,NA,25.3,22.01,2.88,GTY030 colony 25C 2,Mito,Object,NA,1,509.43
GTY030 colony 25C 2 04 m-35.csv,Mito 24,25,0.0274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,384.44,712.12,505.07,11616.72,92.88,NA,NA,NA,NA,NA,26.65,24.93,2.58,GTY030 colony 25C 2,Mito,Object,NA,1,509.43
GTY030 colony 25C 2 04 m-35.csv,Mito 25,26,0.126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,611.66,1179.16,839.81,89020.18,135.99,NA,NA,NA,NA,NA,26.36,25.93,2.84,GTY030 colony 25C 2,Mito,Object,NA,1,509.43
GTY030 colony 25C 2 04 m-35.csv,Mito 26,27,0.0583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,499.46,1126.02,740.94,36306.18,146.88,NA,NA,NA,NA,NA,25.24,25.64,2.76,GTY030 colony 25C 2,Mito,Object,NA,1,509.43
GTY030 colony 25C 2 04 m-35.csv,Mito 27,28,0.0857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,582.19,1179.62,864.9,62272.6,130.27,NA,NA,NA,NA,NA,24.71,26.14,2.86,GTY030 colony 25C 2,Mito,Object,NA,1,509.43
GTY030 colony 25C 2 04 m-35.csv,Mito 31,32,0.0548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,453.4,1339.31,814.19,37452.78,258.36,NA,NA,NA,NA,NA,27.46,23.39,3.22,GTY030 colony 25C 2,Mito,Object,NA,1,509.43
GTY030 colony 25C 2 04 m-35.csv,Mito 35,36,0.192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,478.98,1447.34,900.23,144936.63,236.2,NA,NA,NA,NA,NA,26.02,20.35,3.49,GTY030 colony 25C 2,Mito,Object,NA,1,509.43
GTY030 colony 25C 2 04 m-50.csv,ROIs 1,1,281.53,418,3724,599.36,142000000,82.01,216,1941,369.64,87397756,112.48,126.47,78378.07,603.7,143000000,462.97,1.07,14966.04,383.51,90676992,519.09,NA,NA,NA,GTY030 colony 25C 2,ROIs,Object,11,NA,509.43
GTY030 colony 25C 2 04 m-50.csv,Mito 1,2,0.177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,464.4,1077.41,717.31,106879.38,130.7,NA,NA,NA,NA,NA,28.51,22.23,1.96,GTY030 colony 25C 2,Mito,Object,NA,1,509.43
GTY030 colony 25C 2 04 m-50.csv,Mito 3,4,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,535.13,1867.67,1010.43,262711.41,291.32,NA,NA,NA,NA,NA,27,19.5,1.94,GTY030 colony 25C 2,Mito,Object,NA,1,509.43
GTY030 colony 25C 2 04 m-50.csv,Mito 4,5,0.517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,502.9,13523.3,1207.66,524123.63,1330.53,NA,NA,NA,NA,NA,25,19.9,2.47,GTY030 colony 25C 2,Mito,Object,NA,1,509.43
GTY030 colony 25C 2 04 m-50.csv,Mito 5,6,0.213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,517.75,1415.29,816.83,146212.58,175.96,NA,NA,NA,NA,NA,26.41,21.52,1.85,GTY030 colony 25C 2,Mito,Object,NA,1,509.43
GTY030 colony 25C 2 04 m-50.csv,Mito 6,7,0.511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,432,2892.51,912.67,391537.25,363.93,NA,NA,NA,NA,NA,26.39,23.22,2.47,GTY030 colony 25C 2,Mito,Object,NA,1,509.43
GTY030 colony 25C 2 04 m-50.csv,Mito 7,8,0.0357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,533.86,1021.34,744.99,22349.81,150.33,NA,NA,NA,NA,NA,26.53,25.22,1.92,GTY030 colony 25C 2,Mito,Object,NA,1,509.43
GTY030 colony 25C 2 04 m-50.csv,Mito 16,17,2.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,356.75,7061.05,1097.67,2420360.5,620.94,NA,NA,NA,NA,NA,25.62,24.75,2.86,GTY030 colony 25C 2,Mito,Object,NA,1,509.43
GTY030 colony 25C 2 04 m-50.csv,Mito 22,23,0.0953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,452.82,1650,884.35,70747.85,316.37,NA,NA,NA,NA,NA,26.37,19.04,3.14,GTY030 colony 25C 2,Mito,Object,NA,1,509.43
GTY030 colony 25C 2 04 m-50.csv,Mito 23,24,0.0441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,507.43,976.61,710.08,26272.97,130,NA,NA,NA,NA,NA,25.31,22.01,2.93,GTY030 colony 25C 2,Mito,Object,NA,1,509.43
GTY030 colony 25C 2 04 m-50.csv,Mito 27,28,0.0714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,453.4,1339.31,775.01,46500.34,252.75,NA,NA,NA,NA,NA,27.46,23.39,3.26,GTY030 colony 25C 2,Mito,Object,NA,1,509.43
GTY030 colony 25C 2 04 m-50.csv,Mito 30,31,0.289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,476.28,1447.34,871.99,211894.08,245.9,NA,NA,NA,NA,NA,26.05,20.36,3.49,GTY030 colony 25C 2,Mito,Object,NA,1,509.43
GTY030 colony 25C 3 01 m-25.csv,ROIs 1,1,276.13,419,3485,597.56,139000000,103.72,227,1002,330.72,76695334,57.61,64.75,46544.42,599.66,139000000,566.21,47.98,12021.73,340.85,79043376,349.38,NA,NA,NA,GTY030 colony 25C 3,ROIs,Object,13,NA,503.4
GTY030 colony 25C 3 01 m-25.csv,Mito 1,2,0.0452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,658.7,1156.3,912.8,34686.41,123.7,NA,NA,NA,NA,NA,48.5,20.07,1.52,GTY030 colony 25C 3,Mito,Object,NA,1,503.4
GTY030 colony 25C 3 01 m-25.csv,Mito 2,3,0.0512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,656.82,903.68,787.4,33858.07,74.77,NA,NA,NA,NA,NA,46.04,24.21,1.48,GTY030 colony 25C 3,Mito,Object,NA,1,503.4
GTY030 colony 25C 3 01 m-25.csv,Mito 3,4,0.0131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,735.82,977.63,822.74,9050.19,63.75,NA,NA,NA,NA,NA,48.82,19.74,1.5,GTY030 colony 25C 3,Mito,Object,NA,1,503.4
GTY030 colony 25C 3 01 m-25.csv,Mito 4,5,0.121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,528.93,5301.9,1205.73,122984.37,1207.78,NA,NA,NA,NA,NA,47.48,20.44,2.44,GTY030 colony 25C 3,Mito,Object,NA,1,503.4
GTY030 colony 25C 3 01 m-25.csv,Mito 5,6,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,508.42,1206.79,813.09,88627.27,184.29,NA,NA,NA,NA,NA,46.79,24,2.76,GTY030 colony 25C 3,Mito,Object,NA,1,503.4
GTY030 colony 25C 3 01 m-25.csv,Mito 8,9,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,488.25,1203.52,761.39,402773.19,151.16,NA,NA,NA,NA,NA,49.47,20.35,2.91,GTY030 colony 25C 3,Mito,Object,NA,1,503.4
GTY030 colony 25C 3 01 m-25.csv,Mito 9,10,0.336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,361.05,5523.66,1049.25,295888.56,771.34,NA,NA,NA,NA,NA,44.73,20.84,3.22,GTY030 colony 25C 3,Mito,Object,NA,1,503.4
GTY030 colony 25C 3 01 m-25.csv,Mito 10,11,0.0953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,527.35,1284.92,804.9,64392.07,207.51,NA,NA,NA,NA,NA,43.15,22.27,2.72,GTY030 colony 25C 3,Mito,Object,NA,1,503.4
GTY030 colony 25C 3 01 m-25.csv,Mito 11,12,0.0238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,574.11,917.67,769.26,15385.2,126.87,NA,NA,NA,NA,NA,46.36,24.74,2.51,GTY030 colony 25C 3,Mito,Object,NA,1,503.4
GTY030 colony 25C 3 01 m-25.csv,Mito 12,13,0.199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,429.97,1314.06,737.62,123182.62,160.72,NA,NA,NA,NA,NA,45.4,25.02,2.6,GTY030 colony 25C 3,Mito,Object,NA,1,503.4
GTY030 colony 25C 3 01 m-25.csv,Mito 14,15,0.0405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,544.02,18738.04,3273.42,111296.23,4252.17,NA,NA,NA,NA,NA,46.85,21.12,2.81,GTY030 colony 25C 3,Mito,Object,NA,1,503.4
GTY030 colony 25C 3 01 m-25.csv,Mito 19,20,0.0417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,505.07,1091.22,778.47,27246.3,151.11,NA,NA,NA,NA,NA,46.65,22.64,3.47,GTY030 colony 25C 3,Mito,Object,NA,1,503.4
